episode,epsilon,total_reward,avg_reward,total_shaped_reward,avg_shaped_reward,avg_loss
2231,0.327659942855098,5.0,2.5,-0.8784236994737393,-0.43921184973686966,0.013404543619336826
2232,0.3274961128836704,10.0,5.0,15.353803406570975,7.676901703285488,0.012881151993892023
2233,0.3273323648272286,12.0,6.0,19.916051883174298,9.958025941587149,0.013072229188733867
2234,0.327168698644815,9.0,4.5,13.41657464807815,6.708287324039075,0.012924565895061408
2235,0.3270051142954926,12.0,6.0,19.055920950458255,9.527960475229127,0.01241974199589874
2236,0.32684161173834486,5.0,2.5,3.7160662507228897,1.8580331253614448,0.012606831715841378
2237,0.3266781909324757,9.0,4.5,12.24051913532352,6.12025956766176,0.012697352369182876
2238,0.32651485183700946,10.0,5.0,15.787959154722024,7.893979577361012,0.012424665773287415
2239,0.32635159441109096,12.0,6.0,20.230360456076415,10.115180228038207,0.012989465638196893
2240,0.3261884186138854,7.0,3.5,8.07892458988492,4.03946229494246,0.013138678298730935
2241,0.3260253244045785,8.0,4.0,12.059106631061454,6.029553315530727,0.01485118556368564
2242,0.32586231174237623,9.0,4.5,13.160281116452914,6.580140558226457,0.014308694460030113
2243,0.32569938058650505,9.0,4.5,11.893626231324365,5.946813115662183,0.014602025647514633
2244,0.3255365308962118,13.0,6.5,21.327287212189788,10.663643606094894,0.013912279293207186
2245,0.32537376263076373,11.0,5.5,17.533882746194482,8.766941373097241,0.015241157947374242
2246,0.32521107574944835,2.0,1.0,-3.6410165436233015,-1.8205082718116508,0.014611327287607959
2247,0.3250484702115736,7.0,3.5,9.795639096526475,4.897819548263238,0.013460208144305008
2248,0.32488594597646786,7.0,3.5,7.229371892529009,3.6146859462645047,0.013304393079930118
2249,0.32472350300347963,6.0,3.0,8.258448067511667,4.1292240337558335,0.014235531251345362
2250,0.3245611412519779,10.0,5.0,14.536475823888946,7.268237911944473,0.013612161468980567
2251,0.32439886068135193,11.0,5.5,17.559661270947228,8.779830635473614,0.015289833564311265
2252,0.32423666125101125,5.0,2.5,0.2995955438510527,0.14979777192552635,0.014470988647080957
2253,0.3240745429203858,8.0,4.0,10.107063560867763,5.0535317804338815,0.014272770904270666
2254,0.3239125056489256,11.0,5.5,17.225306455514573,8.612653227757287,0.013751261460461787
2255,0.32375054939610115,9.0,4.5,13.718368727888128,6.859184363944064,0.01462045834798898
2256,0.32358867412140313,13.0,6.5,21.357834327589135,10.678917163794567,0.015180831884167025
2257,0.3234268797843424,2.0,1.0,-10.429446023996213,-5.214723011998107,0.01345853336820645
2258,0.3232651663444503,6.0,3.0,5.560196659812299,2.7800983299061497,0.013466412755660713
2259,0.3231035337612781,9.0,4.5,12.614212979737069,6.307106489868534,0.014323295481236918
2260,0.3229419819943975,8.0,4.0,12.43736655181334,6.21868327590667,0.014976525888113039
2261,0.3227805110034003,8.0,4.0,11.72317794011419,5.861588970057095,0.014694098445719906
2262,0.32261912074789867,13.0,6.5,21.91450259170012,10.95725129585006,0.015582210776795233
2263,0.32245781118752476,11.0,5.5,17.437141911925178,8.718570955962589,0.015190874566989285
2264,0.32229658228193103,11.0,5.5,15.604581931323706,7.802290965661853,0.014268140981772117
2265,0.3221354339907901,8.0,4.0,8.88770263985189,4.443851319925945,0.015073776745370457
2266,0.3219743662737947,8.0,4.0,10.510639096526486,5.255319548263243,0.013477488229317325
2267,0.3218133790906578,6.0,3.0,4.025784396791082,2.012892198395541,0.014896719858183392
2268,0.3216524724011125,3.0,1.5,-2.9335349140792637,-1.4667674570396319,0.013533623167978865
2269,0.32149164616491194,8.0,4.0,11.86600804811313,5.933004024056565,0.013271941372326443
2270,0.3213309003418295,6.0,3.0,5.466054524188561,2.7330272620942804,0.013987212254931883
2271,0.3211702348916586,11.0,5.5,17.495729407663127,8.747864703831564,0.015359841304432069
2272,0.32100964977421276,4.0,2.0,-0.2298157306040533,-0.11490786530202665,0.014079387375552739
2273,0.32084914494932565,9.0,4.5,12.761376999699777,6.380688499849889,0.012757759358999985
2274,0.320688720376851,9.0,4.5,12.817021950722243,6.408510975361121,0.014447533063856618
2275,0.32052837601666256,6.0,3.0,6.625361444642568,3.312680722321284,0.013982124211532729
2276,0.32036811182865427,8.0,4.0,10.868593367776276,5.434296683888138,0.013861544586585036
2277,0.32020792777273993,8.0,4.0,11.411732338759112,5.705866169379556,0.013889996126028044
2278,0.3200478238088536,7.0,3.5,8.413000764867569,4.206500382433784,0.014632823318243027
2279,0.3198877998969492,9.0,4.5,12.494661270947248,6.247330635473624,0.015300423146358558
2280,0.31972785599700076,8.0,4.0,11.272207872566295,5.636103936283147,0.014251498976456268
2281,0.31956799206900227,10.0,5.0,13.753579755248918,6.876789877624459,0.015275067245321615
2282,0.31940820807296777,7.0,3.5,7.8427355034000055,3.9213677517000027,0.013943455132788846
2283,0.3192485039689313,7.0,3.5,8.103448067511657,4.0517240337558285,0.014172631603266511
2284,0.3190888797169468,7.0,3.5,8.490030222533889,4.2450151112669445,0.014013055145208324
2285,0.3189293352770884,8.0,4.0,11.381666611662926,5.690833305831463,0.013529067225754261
2286,0.31876987060944983,7.0,3.5,7.071074008754225,3.5355370043771126,0.013975717111357621
2287,0.3186104856741451,8.0,4.0,11.02726772762416,5.51363386381208,0.014209335737728647
2288,0.31845118043130805,7.0,3.5,8.645737920715662,4.322868960357831,0.014138981661360179
2289,0.3182919548410924,7.0,3.5,8.227656918797678,4.113828459398839,0.01431616882394467
2290,0.3181328088636719,8.0,4.0,10.11317041562775,5.056585207813875,0.014177844178463732
2291,0.3179737424592401,5.0,2.5,3.399168714338706,1.699584357169353,0.014309551835592304
2292,0.3178147555880105,10.0,5.0,16.54380340657096,8.27190170328548,0.013351055491449578
2293,0.3176558482102165,12.0,6.0,18.76060434698534,9.38030217349267,0.012479318912540163
2294,0.3174970202861114,9.0,4.5,13.064701892526669,6.5323509462633345,0.013077476151021464
2295,0.31733827177596835,9.0,4.5,12.62609835924978,6.31304917962489,0.012273574082979135
2296,0.3171796026400804,2.0,1.0,-3.6178103898883904,-1.8089051949441952,0.01327567764424852
2297,0.3170210128387604,12.0,6.0,19.484647891964755,9.742323945982378,0.01289728437683412
2298,0.31686250233234103,7.0,3.5,8.834418135059547,4.4172090675297735,0.012970905126338559
2299,0.3167040710811749,10.0,5.0,16.401060396226868,8.200530198113434,0.013378028694008079
2300,0.31654571904563433,8.0,4.0,10.99917235815764,5.49958617907882,0.013291738903416055
2301,0.31638744618611153,10.0,5.0,16.21064496856477,8.105322484282386,0.014834826430305838
2302,0.3162292524630185,8.0,4.0,10.213732813544876,5.106866406772438,0.013499241628950196
2303,0.316071137836787,9.0,4.5,13.14633052362436,6.57316526181218,0.012480486396567098
2304,0.3159131022678686,4.0,2.0,1.8322222401148067,0.9161111200574034,0.01293565884365567
2305,0.3157551457167347,4.0,2.0,-0.41214331328606546,-0.20607165664303273,0.012681407079632794
2306,0.31559726814387634,4.0,2.0,-1.3385436606766898,-0.6692718303383449,0.013177780894828694
2307,0.3154394695098044,9.0,4.5,12.477021950722241,6.2385109753611205,0.012010132653106536
2308,0.3152817497750495,10.0,5.0,16.137609687701016,8.068804843850508,0.011778027934155295
2309,0.315124108900162,10.0,5.0,14.795183047284945,7.397591523642473,0.011612754815391133
2310,0.31496654684571196,6.0,3.0,7.3984809310597575,3.6992404655298787,0.012303255837676781
2311,0.3148090635722891,7.0,3.5,8.611831396493198,4.305915698246599,0.012657022569328547
2312,0.31465165904050296,6.0,3.0,6.84755733958729,3.423778669793645,0.01181925698316523
2313,0.31449433321098275,10.0,5.0,13.912510863511855,6.9562554317559275,0.012798363701440394
2314,0.31433708604437727,7.0,3.5,9.916898776037494,4.958449388018747,0.011924107040145567
2315,0.3141799175013551,10.0,5.0,13.889358280001662,6.944679140000831,0.011380175326152571
2316,0.31402282754260447,8.0,4.0,9.560229523360384,4.780114761680192,0.012188632528164557
2317,0.3138658161288332,9.0,4.5,13.052959154722025,6.5264795773610125,0.011936839804319399
2318,0.3137088832207688,9.0,4.5,13.610546144375618,6.805273072187809,0.012305401229698743
2319,0.31355202877915844,9.0,4.5,12.781909747550625,6.390954873775312,0.012839310747970428
2320,0.3133952527647689,13.0,6.5,21.544680755512857,10.772340377756429,0.012261072932077306
2321,0.3132385551383865,8.0,4.0,10.472068426797682,5.236034213398841,0.013980255389053906
2322,0.31308193586081734,6.0,3.0,5.428725055513546,2.714362527756773,0.01409864053529288
2323,0.31292539489288695,9.0,4.5,12.648798540641078,6.324399270320539,0.013515581074170769
2324,0.31276893219544055,4.0,2.0,1.0144181350595467,0.5072090675297733,0.012756809910227146
2325,0.3126125477293428,6.0,3.0,5.0942594558125,2.54712972790625,0.013663852433008807
2326,0.3124562414554782,7.0,3.5,9.22978123215021,4.614890616075105,0.012579632177948951
2327,0.31230001333475044,10.0,5.0,15.423923367773902,7.711961683886951,0.012823349782265722
2328,0.3121438633280831,8.0,4.0,11.019781232150208,5.509890616075104,0.0131250059019242
2329,0.3119877913964191,8.0,4.0,7.766574648078158,3.883287324039079,0.012767370912645544
2330,0.3118317975007209,9.0,4.5,13.624701892526675,6.812350946263337,0.01278146134157266
2331,0.3116758816019705,11.0,5.5,17.708289388264575,8.854144694132287,0.014029585092461536
2332,0.31152004366116953,8.0,4.0,11.26728721218981,5.633643606094905,0.01298841172363609
2333,0.311364283639339,9.0,4.5,13.180664435588136,6.590332217794068,0.01348059327075524
2334,0.31120860149751933,9.0,4.5,13.497945775739609,6.7489728878698045,0.013590598622603076
2335,0.3110529971967706,5.0,2.5,3.504181104755065,1.7520905523775325,0.013671619220237647
2336,0.31089747069817225,12.0,6.0,19.80795330022601,9.903976650113005,0.013779776395697678
2337,0.3107420219628232,11.0,5.5,16.42162864863999,8.210814324319996,0.01403065758358155
2338,0.3105866509518418,11.0,5.5,16.588322251812684,8.294161125906342,0.014881867092501904
2339,0.31043135762636587,6.0,3.0,5.520565611398954,2.760282805699477,0.0143061664500939
2340,0.3102761419475527,10.0,5.0,16.14295330022604,8.07147665011302,0.012927688473303403
2341,0.3101210038765789,9.0,4.5,13.097161396490863,6.5485806982454315,0.014945363732320922
2342,0.3099659433746407,10.0,5.0,15.243276764303332,7.621638382151666,0.013591143967849868
2343,0.30981096040295336,5.0,2.5,0.600005872038341,0.3000029360191705,0.013645299434927958
2344,0.3096560549227519,8.0,4.0,10.81580973585275,5.407904867926375,0.014219329221440213
2345,0.3095012268952905,6.0,3.0,5.927710164338348,2.963855082169174,0.014097315309170102
2346,0.3093464762818429,7.0,3.5,9.08628990204493,4.543144951022465,0.013922235921823553
2347,0.30919180304370203,8.0,4.0,8.86716725098686,4.43358362549343,0.013329449748354299
2348,0.3090372071421802,8.0,4.0,10.569338795436016,5.284669397718008,0.01350411081819662
2349,0.3088826885386091,8.0,4.0,9.958989328415022,4.979494664207511,0.012739994704191173
2350,0.30872824719433983,6.0,3.0,3.5790358044904558,1.7895179022452279,0.013230485167088253
2351,0.3085738830707427,9.0,4.5,13.26383064916796,6.63191532458398,0.014314389490921583
2352,0.30841959612920733,8.0,4.0,10.59106625072289,5.295533125361445,0.01322162096521684
2353,0.30826538633114275,6.0,3.0,5.422474122599962,2.711237061299981,0.01257978431614382
2354,0.3081112536379772,7.0,3.5,8.975063086082002,4.487531543041001,0.01344475959826793
2355,0.30795719801115823,11.0,5.5,17.720313980001,8.8601569900005,0.012843003763950298
2356,0.30780321941215266,6.0,3.0,5.249429106572676,2.624714553286338,0.013128719897940755
2357,0.3076493178024466,12.0,6.0,19.804126115627056,9.902063057813528,0.013662694920120495
2358,0.3074954931435454,9.0,4.5,13.172320075737911,6.5861600378689555,0.013159043051834617
2359,0.3073417453969737,9.0,4.5,12.567510863511846,6.283755431755923,0.013422866164307509
2360,0.3071880745242752,9.0,4.5,13.578546891700837,6.7892734458504185,0.013254552535446627
2361,0.3070344804870131,7.0,3.5,8.43287981509852,4.21643990754926,0.014982039558568172
2362,0.3068809632467696,10.0,5.0,16.18007084411331,8.090035422056655,0.014418003116069096
2363,0.30672752276514625,13.0,6.5,21.805617959512645,10.902808979756323,0.01394787048920989
2364,0.3065741590037637,10.0,5.0,15.013989328415022,7.506994664207511,0.014062432742544583
2365,0.3064208719242619,9.0,4.5,13.915050695665629,6.9575253478328145,0.0142919390901391
2366,0.30626766148829976,8.0,4.0,10.797590203135377,5.398795101567688,0.015040113090404442
2367,0.30611452765755565,11.0,5.5,17.423725055513533,8.711862527756766,0.01523142676135259
2368,0.3059614703937269,7.0,3.5,9.694549067775629,4.8472745338878145,0.015351251518087727
2369,0.30580848965853,9.0,4.5,13.07175934781121,6.535879673905605,0.014840979993875538
2370,0.3056555854137008,9.0,4.5,13.438923367773937,6.719461683886968,0.015032827871452485
2371,0.305502757620994,8.0,4.0,11.742221251548726,5.871110625774363,0.016147594656795262
2372,0.3053500062421835,5.0,2.5,4.122590203135383,2.0612951015676915,0.01503691703081131
2373,0.30519733123906245,7.0,3.5,9.670841610834758,4.835420805417379,0.014797329687114273
2374,0.30504473257344294,12.0,6.0,20.346462211361608,10.173231105680804,0.014753033947199583
2375,0.30489221020715623,8.0,4.0,11.680517482875368,5.840258741437684,0.014951739472204021
2376,0.30473976410205267,8.0,4.0,10.006243659514393,5.003121829757196,0.01490081694775394
2377,0.30458739422000164,10.0,5.0,12.348817019098293,6.1744085095491466,0.01559465425621186
2378,0.30443510052289163,9.0,4.5,12.283513794607835,6.141756897303917,0.015403237592961107
2379,0.30428288297263023,10.0,5.0,15.988691203399355,7.994345601699678,0.015867768943841967
2380,0.30413074153114394,4.0,2.0,2.112636679210812,1.056318339605406,0.016148967063054444
2381,0.3039786761603784,3.0,1.5,-4.067955923697894,-2.033977961848947,0.01536435258973922
2382,0.3038266868222982,7.0,3.5,7.011297660076252,3.505648830038126,0.015652101396449975
2383,0.30367477347888705,11.0,5.5,16.945393319624525,8.472696659812263,0.015399176588814173
2384,0.30352293609214764,3.0,1.5,-1.238576524224781,-0.6192882621123905,0.014989886624472482
2385,0.30337117462410157,10.0,5.0,15.618248766685161,7.8091243833425805,0.014510885846934149
2386,0.3032194890367895,9.0,4.5,11.054872531852952,5.527436265926476,0.014611564047102418
2387,0.30306787929227114,13.0,6.5,21.135268492491676,10.567634246245838,0.014971602060166853
2388,0.302916345352625,10.0,5.0,15.994358280001668,7.997179140000834,0.013857360711055143
2389,0.3027648871799487,11.0,5.5,16.97499735898578,8.48749867949289,0.014737855341019375
2390,0.30261350473635873,9.0,4.5,13.048770543022885,6.524385271511442,0.01512805436072605
2391,0.30246219798399054,8.0,4.0,10.479694134495348,5.239847067247674,0.015570022708603314
2392,0.3023109668849986,10.0,5.0,15.246607511626255,7.623303755813128,0.01549986953447972
2393,0.3021598114015561,11.0,5.5,17.34627652306247,8.673138261531236,0.015635993452742695
2394,0.3020087314958554,8.0,4.0,10.919424240642773,5.459712120321386,0.014947375913283654
2395,0.3018577271301075,12.0,6.0,18.49141596883109,9.245707984415546,0.014494409791326948
2396,0.30170679826654245,9.0,4.5,13.41218838800062,6.70609419400031,0.014236571533339364
2397,0.3015559448674092,8.0,4.0,10.093737679474792,5.046868839737396,0.014744733868698989
2398,0.30140516689497554,10.0,5.0,15.383915609742587,7.6919578048712935,0.014545412550547292
2399,0.3012544643115281,8.0,4.0,10.806726484263118,5.403363242131559,0.014990835961486612
2400,0.3011038370793723,7.0,3.5,6.055849368866072,3.027924684433036,0.014351117642862456
2401,0.30095328516083264,4.0,2.0,0.5819326281516919,0.29096631407584594,0.015475880886827196
2402,0.30080280851825225,10.0,5.0,14.697141911925208,7.348570955962604,0.01440590732597879
2403,0.30065240711399316,10.0,5.0,15.121844775475608,7.560922387737804,0.013819206503352948
2404,0.3005020809104362,9.0,4.5,12.40894870683559,6.204474353417795,0.013738477336508887
2405,0.300351829869981,9.0,4.5,13.294503580266301,6.647251790133151,0.013949558910514628
2406,0.300201653955046,11.0,5.5,18.008155814534287,9.004077907267144,0.014689752040430904
2407,0.30005155312806847,12.0,6.0,19.093445426497432,9.546722713248716,0.013767380995143737
2408,0.29990152735150444,5.0,2.5,1.5248277082256338,0.7624138541128169,0.014491976874747447
2409,0.2997515765878287,8.0,4.0,11.031475823888972,5.515737911944486,0.014185701945264424
2410,0.2996017007995348,11.0,5.5,18.748248766685137,9.374124383342568,0.014394796903112106
2411,0.29945189994913507,10.0,5.0,15.267240736114376,7.633620368057188,0.015695903028494544
2412,0.29930217399916054,11.0,5.5,17.69990440683494,8.84995220341747,0.015006943812061633
2413,0.299152522912161,9.0,4.5,13.960249007926041,6.980124503963021,0.015510078012677175
2414,0.2990029466507049,9.0,4.5,12.979418135059545,6.489709067529772,0.014836329080696617
2415,0.2988534451773796,10.0,5.0,13.823514028152726,6.911757014076363,0.015224374636475529
2416,0.29870401845479094,10.0,5.0,14.267062572301679,7.1335312861508395,0.01597539154147463
2417,0.29855466644556355,6.0,3.0,4.868593367776274,2.434296683888137,0.015518770546519331
2418,0.29840538911234077,7.0,3.5,6.797756640413748,3.398878320206874,0.015449228415797864
2419,0.2982561864177846,6.0,3.0,4.4824865130162905,2.2412432565081453,0.015614126856837954
2420,0.29810705832457574,5.0,2.5,3.8052759994358154,1.9026379997179077,0.01620182676906032
2421,0.29795800479541346,8.0,4.0,9.855644951022466,4.927822475511233,0.015212860138022474
2422,0.29780902579301577,9.0,4.5,13.830096183174991,6.9150480915874954,0.015362069816993815
2423,0.29766012128011926,10.0,5.0,14.795207631325415,7.397603815662707,0.0166667948144355
2424,0.2975112912194792,8.0,4.0,10.758626231324365,5.379313115662183,0.015500733300245234
2425,0.2973625355738695,11.0,5.5,17.767431523888312,8.883715761944156,0.015515813127692256
2426,0.29721385430608255,7.0,3.5,7.07066443558811,3.535332217794055,0.01505546404980123
2427,0.29706524737892953,8.0,4.0,12.45206842679768,6.22603421339884,0.015554054416716099
2428,0.29691671475524006,11.0,5.5,16.484740610570764,8.242370305285382,0.014703257191660149
2429,0.2967682563978625,7.0,3.5,8.301033387174796,4.150516693587398,0.015573046179488301
2430,0.2966198722696636,10.0,5.0,15.100802892790643,7.5504014463953215,0.014792793788281935
2431,0.2964715623335288,8.0,4.0,11.17118621192585,5.585593105962925,0.015349670752350773
2432,0.29632332655236204,10.0,5.0,14.811131222797883,7.405565611398941,0.015363515808380076
2433,0.29617516488908585,10.0,5.0,15.256844775475631,7.628422387737816,0.015114070899518472
2434,0.29602707730664135,7.0,3.5,6.403125592000393,3.2015627960001964,0.01483203902441476
2435,0.29587906376798806,5.0,2.5,3.154226592264396,1.577113296132198,0.015081108872379576
2436,0.2957311242361041,9.0,4.5,12.843725055513534,6.421862527756767,0.014092947118915617
2437,0.29558325867398605,9.0,4.5,12.555598474947047,6.277799237473523,0.014720824753333415
2438,0.29543546704464907,9.0,4.5,13.815748892228761,6.907874446114381,0.013870479416634355
2439,0.2952877493111268,9.0,4.5,12.240882232414176,6.120441116207088,0.015405001523239271
2440,0.29514010543647123,9.0,4.5,13.798158455548512,6.899079227774256,0.014117316616965192
2441,0.29499253538375303,8.0,4.0,11.499992493055903,5.749996246527951,0.015002856060330357
2442,0.2948450391160612,8.0,4.0,10.025413792756298,5.012706896378149,0.015330413759553007
2443,0.2946976165965032,11.0,5.5,17.15402219196309,8.577011095981545,0.01423260448367468
2444,0.2945502677882049,6.0,3.0,5.613936980301267,2.8069684901506333,0.012989973029387848
2445,0.29440299265431086,7.0,3.5,8.508857640677725,4.2544288203388625,0.014185686091493283
2446,0.2942557911579837,10.0,5.0,13.472087911363339,6.736043955681669,0.013301238102306212
2447,0.29410866326240476,7.0,3.5,8.966008048113126,4.483004024056563,0.013775897125846573
2448,0.29396160893077355,11.0,5.5,16.702557339587287,8.351278669793643,0.013631939283971276
2449,0.2938146281263082,8.0,4.0,11.485565611398941,5.742782805699471,0.01460759088197457
2450,0.29366772081224507,8.0,4.0,10.904523064831956,5.452261532415978,0.013610021893733315
2451,0.293520886951839,12.0,6.0,19.404871543286838,9.702435771643419,0.014439499399491719
2452,0.2933741265083631,6.0,3.0,5.855183280829848,2.927591640414924,0.014386208371392319
2453,0.29322743944510893,10.0,5.0,15.257167250986821,7.628583625493411,0.014939794742635319
2454,0.2930808257253864,6.0,3.0,5.994774696229861,2.9973873481149305,0.013864181104914419
2455,0.29293428531252375,10.0,5.0,13.117544715626039,6.5587723578130195,0.013638211129499334
2456,0.2927878181698675,6.0,3.0,5.8717459512864405,2.9358729756432203,0.013464867710801107
2457,0.29264142426078255,10.0,5.0,15.24179829940019,7.620899149700095,0.013643918906870698
2458,0.29249510354865216,11.0,5.5,17.65259020313535,8.826295101567675,0.013199781368353538
2459,0.2923488559968778,10.0,5.0,15.467584348639377,7.733792174319689,0.013813710923173598
2460,0.2922026815688794,12.0,6.0,19.870426183172608,9.935213091586304,0.013465784848002451
2461,0.292056580228095,11.0,5.5,17.0897929586845,8.54489647934225,0.014897569409970727
2462,0.291910551937981,8.0,4.0,10.332188388000633,5.166094194000316,0.015034972663436617
2463,0.291764596662012,10.0,5.0,16.20454906777562,8.10227453388781,0.014934773721865245
2464,0.291618714363681,7.0,3.5,8.665439795699996,4.332719897849998,0.013665899390886936
2465,0.29147290500649914,9.0,4.5,12.85507084411333,6.427535422056665,0.014381208455722248
2466,0.29132716855399593,9.0,4.5,13.972477999963749,6.986238999981874,0.01418855915378247
2467,0.29118150496971895,12.0,6.0,20.8663964842654,10.4331982421327,0.014943923578996744
2468,0.2910359142172341,8.0,4.0,12.401330523624356,6.200665261812178,0.013416512151514846
2469,0.2908903962601255,11.0,5.5,16.820882232414153,8.410441116207076,0.014771866982004472
2470,0.2907449510619955,9.0,4.5,12.329325416453589,6.164662708226794,0.014284600896228636
2471,0.2905995785864645,5.0,2.5,3.6564098632478808,1.8282049316239404,0.01534824367080416
2472,0.2904542787971713,13.0,6.5,22.247352184264763,11.123676092132381,0.013728000206340636
2473,0.2903090516577727,11.0,5.5,17.3281694270616,8.6640847135308,0.014802088166720101
2474,0.29016389713194385,10.0,5.0,14.400070844113326,7.200035422056663,0.013834788803277272
2475,0.2900188151833779,8.0,4.0,11.234259455812506,5.617129727906253,0.013232001589078989
2476,0.28987380577578625,9.0,4.5,13.641177698873314,6.820588849436657,0.014004034767193453
2477,0.2897288688728984,11.0,5.5,18.002689027324546,9.001344513662273,0.013644692658313683
2478,0.28958400443846194,10.0,5.0,16.238467552077317,8.119233776038659,0.013362231851954546
2479,0.2894392124362427,8.0,4.0,9.271924115099159,4.6359620575495795,0.01368045807549996
2480,0.2892944928300246,10.0,5.0,15.659279928944258,7.829639964472129,0.01372514442141567
2481,0.2891498455836096,9.0,4.5,14.092413027888764,7.046206513944382,0.014282391763159206
2482,0.2890052706608178,17.0,8.5,30.72466127094716,15.36233063547358,0.0137718639349831
2483,0.28886076802548744,10.0,5.0,16.116929232116263,8.058464616058131,0.014556858155078121
2484,0.2887163376414747,8.0,4.0,11.847630824714827,5.923815412357413,0.013832283715850541
2485,0.28857197947265395,10.0,5.0,16.381620135587482,8.190810067793741,0.014124384120638881
2486,0.28842769348291764,10.0,5.0,13.51846731853242,6.75923365926621,0.01406393240871174
2487,0.2882834796361762,9.0,4.5,14.15317041562773,7.076585207813865,0.014277474680649382
2488,0.2881393378963581,12.0,6.0,20.581285036114984,10.290642518057492,0.013725981140243156
2489,0.28799526822740995,10.0,5.0,14.145063086081965,7.0725315430409825,0.013111654772822346
2490,0.28785127059329624,2.0,1.0,-5.215904340451682,-2.607952170225841,0.013727484329470567
2491,0.2877073449579996,11.0,5.5,16.9803478321152,8.4901739160576,0.01494680831075779
2492,0.2875634912855206,12.0,6.0,19.622510863511827,9.811255431755914,0.013852662833939705
2493,0.2874197095398779,12.0,6.0,20.84138287173809,10.420691435869045,0.014267277629114688
2494,0.287275999685108,11.0,5.5,17.359382630497223,8.679691315248611,0.015025015801989606
2495,0.28713236168526546,6.0,3.0,4.520163796264191,2.2600818981320954,0.01556380428905998
2496,0.28698879550442286,11.0,5.5,15.656798299400172,7.828399149700086,0.015022251744355473
2497,0.28684530110667067,10.0,5.0,15.14255733958728,7.57127866979364,0.014732078489448344
2498,0.28670187845611733,10.0,5.0,15.406508687437041,7.703254343718521,0.014743858949680413
2499,0.2865585275168893,12.0,6.0,20.059740610570756,10.029870305285378,0.015378564020086612
2500,0.28641524825313086,10.0,5.0,15.562926291173936,7.781463145586968,0.01658431969849127
2501,0.2862720406290043,10.0,5.0,13.433505515100194,6.716752757550097,0.016657076788001827
2502,0.28612890460868984,14.0,7.0,23.13314507656603,11.566572538283015,0.01807744253160698
2503,0.2859858401563855,7.0,3.5,8.905934562985593,4.452967281492796,0.017059411113815648
2504,0.2858428472363073,9.0,4.5,12.388079115924981,6.1940395579624905,0.017810668269438404
2505,0.28569992581268916,11.0,5.5,17.963248766685144,8.981624383342572,0.01764151151292026
2506,0.28555707584978285,7.0,3.5,8.784035804490458,4.392017902245229,0.017860422472336462
2507,0.28541429731185797,7.0,3.5,8.250559756902954,4.125279878451477,0.015853112595421926
2508,0.285271590163202,9.0,4.5,13.668756930495551,6.8343784652477755,0.016775230380839536
2509,0.28512895436812047,9.0,4.5,13.355030222533895,6.677515111266947,0.01648203181635056
2510,0.28498638989093644,14.0,7.0,24.062464387436354,12.031232193718177,0.01901542605566127
2511,0.284843896695991,5.0,2.5,4.363560504228173,2.1817802521140863,0.01708955474863095
2512,0.284701474747643,10.0,5.0,15.238491902572871,7.619245951286436,0.01775891584211162
2513,0.2845591240102692,12.0,6.0,19.672642551249123,9.836321275624561,0.017439350095976677
2514,0.2844168444482641,11.0,5.5,16.223856743250792,8.111928371625396,0.016954457936808467
2515,0.28427463602604,6.0,3.0,0.8715880270605929,0.43579401353029645,0.016619277826643415
2516,0.284132498708027,8.0,4.0,11.694871543286855,5.847435771643427,0.01741443842915552
2517,0.283990432458673,8.0,4.0,11.931475823888965,5.965737911944482,0.016852016868069766
2518,0.2838484372424437,8.0,4.0,9.243732813544884,4.621866406772442,0.016639227151338542
2519,0.2837065130238225,10.0,5.0,13.682853812154816,6.841426906077408,0.017409068310101118
2520,0.2835646597673106,9.0,4.5,12.423480931059748,6.211740465529874,0.016316151905006595
2521,0.28342287743742695,4.0,2.0,1.3075329890917182,0.6537664945458591,0.01781116574736578
2522,0.28328116599870823,13.0,6.5,21.937464387436385,10.968732193718193,0.017363605545833705
2523,0.2831395254157089,11.0,5.5,17.06311197947308,8.53155598973654,0.015673431574500032
2524,0.28299795565300107,8.0,4.0,12.532590203135392,6.266295101567696,0.015524521210630025
2525,0.28285645667517456,7.0,3.5,7.224748368602111,3.6123741843010553,0.015215513196640782
2526,0.282715028446837,13.0,6.5,19.78787981509851,9.893939907549255,0.015540038127718227
2527,0.2825736709326136,11.0,5.5,18.07760968770102,9.03880484385051,0.015642247717561467
2528,0.2824323840971473,9.0,4.5,13.490063319626884,6.745031659813442,0.016223813380513874
2529,0.2822911679050988,11.0,5.5,17.438011502835764,8.719005751417882,0.014526878096429365
2530,0.2821500223211463,11.0,5.5,18.72377054302285,9.361885271511426,0.014551405041877713
2531,0.2820089473099857,11.0,5.5,17.247510863511817,8.623755431755908,0.015791236541367003
2532,0.2818679428363307,10.0,5.0,15.766500174384504,7.883250087192252,0.014441358637330787
2533,0.2817270088649126,10.0,5.0,15.951772960338523,7.975886480169262,0.014185666274279356
2534,0.28158614536048016,6.0,3.0,4.593527407135182,2.296763703567591,0.013412118116393685
2535,0.28144535228779993,4.0,2.0,0.9160873877366618,0.4580436938683309,0.013443978041676538
2536,0.28130462961165603,12.0,6.0,19.70294577573958,9.85147288786979,0.014162774797795074
2537,0.2811639772968502,10.0,5.0,15.800214491929815,7.900107245964907,0.0139451940530645
2538,0.2810233953082018,12.0,6.0,19.729950882910362,9.864975441455181,0.01427091808723552
