episode,epsilon,total_reward,avg_reward,total_shaped_reward,avg_shaped_reward,avg_loss
560,0.7557308208051414,2.0,1.0,-5.096616904563341,-2.5483084522816704,0.009034121973173959
561,0.7553529553947389,4.0,2.0,-1.1147240005641916,-0.5573620002820958,0.010935534139030745
562,0.7549752789170415,3.0,1.5,-4.529803340187716,-2.264901670093858,0.010161010561777012
563,0.7545977912775831,2.0,1.0,-6.0955818649404625,-3.0477909324702313,0.00962274082204593
564,0.7542204923819443,3.0,1.5,-4.2959836800752145,-2.1479918400376072,0.009563702869761203
565,0.7538433821357534,2.0,1.0,-4.459578700299577,-2.2297893501497885,0.009274869494007102
566,0.7534664604446856,3.0,1.5,-4.2168734194334885,-2.1084367097167442,0.009198316780717246
567,0.7530897272144633,4.0,2.0,-3.572889963056804,-1.786444981528402,0.00930093332526407
568,0.7527131823508562,2.0,1.0,-6.331630283545783,-3.1658151417728915,0.00942530526646546
569,0.7523368257596807,2.0,1.0,-3.770370837579642,-1.885185418789821,0.009216163443800595
570,0.751960657346801,3.0,1.5,-4.326762204827956,-2.163381102413978,0.009144891743947352
571,0.7515846770181276,2.0,1.0,-2.72908978750996,-1.36454489375498,0.01067546732856759
572,0.7512088846796185,2.0,1.0,-5.3878106234332765,-2.6939053117166383,0.009781726659275592
573,0.7508332802372788,1.0,0.5,-9.724980515434343,-4.862490257717171,0.00929242624635143
574,0.7504578635971602,3.0,1.5,-1.7747780011260519,-0.8873890005630259,0.009027531247452966
575,0.7500826346653616,2.0,1.0,-5.474010447886437,-2.7370052239432185,0.009705289052799344
576,0.7497075933480289,2.0,1.0,-4.65380017554683,-2.326900087773415,0.009204009740746448
577,0.7493327395513549,3.0,1.5,-5.496426116789399,-2.7482130583946995,0.009401529649538653
578,0.7489580731815793,3.0,1.5,-4.060212913353799,-2.0301064566768994,0.00878493526152202
579,0.7485835941449885,2.0,1.0,-4.363054747887071,-2.1815273739435357,0.009095017195546201
580,0.748209302347916,1.0,0.5,-6.858866136187914,-3.429433068093957,0.009321028524344521
581,0.7478351976967421,4.0,2.0,-0.5289126122633454,-0.2644563061316727,0.010298676328467472
582,0.7474612800978938,2.0,1.0,-2.744704515998529,-1.3723522579992644,0.00970951643306762
583,0.747087549457845,5.0,2.5,0.5589951829110188,0.2794975914555094,0.009195217421012265
584,0.7467140056831161,2.0,1.0,-4.576550943922252,-2.288275471961126,0.008690768206225974
585,0.7463406486802746,4.0,2.0,-0.21239618433729107,-0.10619809216864554,0.009410889398838792
586,0.7459674783559345,4.0,2.0,-2.5887013513576496,-1.2943506756788248,0.008856818035377988
587,0.7455944946167565,2.0,1.0,-5.496649768111435,-2.7483248840557173,0.008440401476940938
588,0.7452216973694482,3.0,1.5,-2.9479354505661375,-1.4739677252830687,0.009222746740893593
589,0.7448490865207635,3.0,1.5,-4.349434388601061,-2.1747171943005306,0.009105159086175263
590,0.7444766619775032,2.0,1.0,-5.988108981993837,-2.9940544909969184,0.008735495330100613
591,0.7441044236465144,2.0,1.0,-5.627732272375848,-2.813866136187924,0.009991916418075562
592,0.7437323714346912,3.0,1.5,-1.3013272926002115,-0.6506636463001058,0.009880513905414513
593,0.7433605052489739,2.0,1.0,-2.3294798761103843,-1.1647399380551922,0.00928291752934456
594,0.7429888249963494,4.0,2.0,-1.4703706040347626,-0.7351853020173813,0.00931293763020741
595,0.7426173305838513,1.0,0.5,-8.052143546830962,-4.026071773415481,0.009550877124337213
596,0.7422460219185594,3.0,1.5,-2.499289088336437,-1.2496445441682185,0.009035950505307743
597,0.7418748989076002,4.0,2.0,-1.21250763248771,-0.606253816243855,0.009503182098269463
598,0.7415039614581465,4.0,2.0,-1.7446580399230982,-0.8723290199615491,0.009028603270916003
599,0.7411332094774175,3.0,1.5,-4.342876584074373,-2.1714382920371866,0.00899960813245603
600,0.7407626428726788,2.0,1.0,-6.083299536222889,-3.0416497681114447,0.008389993584049599
601,0.7403922615512425,1.0,0.5,-5.043556284637924,-2.521778142318962,0.009857998046624874
602,0.7400220654204669,2.0,1.0,-5.628687972375202,-2.814343986187601,0.009232525118360563
603,0.7396520543877567,4.0,2.0,-2.192176410379061,-1.0960882051895304,0.009154421274018075
604,0.7392822283605629,4.0,2.0,-0.2864397293167318,-0.1432198646583659,0.009051538141710417
605,0.7389125872463826,4.0,2.0,-1.0007142165597587,-0.5003571082798793,0.008630367402386452
606,0.7385431309527595,5.0,2.5,-1.2664725928648262,-0.6332362964324131,0.008887726575402276
607,0.7381738593872831,3.0,1.5,-3.825904340451693,-1.9129521702258465,0.008575205449014902
608,0.7378047724575895,2.0,1.0,-3.794770476639617,-1.8973852383198084,0.00864457106284265
609,0.7374358700713607,2.0,1.0,-4.22650545641292,-2.11325272820646,0.00870555898906397
610,0.737067152136325,0.0,0.0,-7.444691137016087,-3.7223455685080435,0.009489027380145022
611,0.7366986185602569,2.0,1.0,-5.479724000564188,-2.739862000282094,0.011115477195541774
612,0.7363302692509768,3.0,1.5,-4.3725404960358105,-2.1862702480179053,0.009646006825912212
613,0.7359621041163513,3.0,1.5,-3.269235087774574,-1.634617543887287,0.009978577949638877
614,0.7355941230642932,3.0,1.5,-1.9067622048279596,-0.9533811024139798,0.009821765779384544
615,0.735226326002761,3.0,1.5,-3.6295787002995787,-1.8147893501497894,0.00932591273050223
616,0.7348587128397597,1.0,0.5,-5.833497184601258,-2.916748592300629,0.009019441330539328
617,0.7344912834833398,2.0,1.0,-3.821037914181963,-1.9105189570909815,0.009010410749220422
618,0.7341240378415982,4.0,2.0,-1.5889008857290208,-0.7944504428645104,0.009204494463545935
619,0.7337569758226774,3.0,1.5,-3.0635436606766913,-1.5317718303383456,0.009513386128736393
620,0.7333900973347661,2.0,1.0,-5.0237208359233065,-2.5118604179616533,0.009642522794061473
621,0.7330234022860987,0.0,0.0,-11.8468415444515,-5.92342077222575,0.010668987005150744
622,0.7326568905849558,3.0,1.5,-1.702231633051915,-0.8511158165259575,0.009614655488569821
623,0.7322905621396634,2.0,1.0,-6.663833272639819,-3.3319166363199093,0.009770071551735912
624,0.7319244168585936,4.0,2.0,-0.18666338063877064,-0.09333169031938532,0.008862502380673374
625,0.7315584546501643,1.0,0.5,-5.693576524224784,-2.846788262112392,0.009366993767741536
626,0.7311926754228393,4.0,2.0,0.33852740713517226,0.16926370356758613,0.009313530496188573
627,0.7308270790851279,3.0,1.5,-5.139604703243258,-2.569802351621629,0.009400136154810232
628,0.7304616655455853,4.0,2.0,-1.5007483022188428,-0.7503741511094214,0.009015993240422435
629,0.7300964347128126,2.0,1.0,-4.101351643095774,-2.050675821547887,0.008775627052278391
630,0.7297313864954562,4.0,2.0,-2.659558227167823,-1.3297791135839114,0.00900007857674999
631,0.7293665208022085,2.0,1.0,-6.291306155586441,-3.1456530777932206,0.009756551839943443
632,0.7290018375418075,4.0,2.0,0.8777895039618648,0.4388947519809324,0.008504978041829807
633,0.7286373366230366,5.0,2.5,0.10384988264640205,0.051924941323201024,0.00850207847809153
634,0.7282730179547252,2.0,1.0,-3.5481747090900306,-1.7740873545450153,0.008426082959797765
635,0.7279088814457478,5.0,2.5,1.338080104491086,0.669040052245543,0.008202790677813546
636,0.727544927005025,1.0,0.5,-5.378589148186025,-2.6892945740930125,0.008760795361761536
637,0.7271811545415225,2.0,1.0,-5.592968314114234,-2.796484157057117,0.00865234147956861
638,0.7268175639642518,2.0,1.0,-5.039559215733917,-2.5197796078669583,0.008329510482560311
639,0.7264541551822697,4.0,2.0,-1.199770476639616,-0.599885238319808,0.008440560159672584
640,0.7260909281046787,2.0,1.0,-4.696262320525215,-2.3481311602626076,0.008868117847346833
641,0.7257278826406264,4.0,2.0,-1.1564725928648267,-0.5782362964324134,0.00949157638541822
642,0.7253650186993061,2.0,1.0,-8.344835448714617,-4.172417724357309,0.008954176560842565
643,0.7250023361899566,5.0,2.5,1.124707747022673,0.5623538735113365,0.008567998795770108
644,0.7246398350218617,3.0,1.5,-2.9468415444514795,-1.4734207722257397,0.008545120162224131
645,0.7242775151043508,3.0,1.5,-3.7371640199627127,-1.8685820099813564,0.008782189529655236
646,0.7239153763467987,3.0,1.5,-1.3906147284885497,-0.6953073642442749,0.00872962928443615
647,0.7235534186586253,3.0,1.5,-0.6314725928648283,-0.31573629643241413,0.008461770254320333
648,0.7231916419492961,2.0,1.0,-4.589736390980528,-2.294868195490264,0.008623103831362512
649,0.7228300461283215,3.0,1.5,-4.541961505654438,-2.270980752827219,0.008198945787070052
650,0.7224686311052574,2.0,1.0,-7.078398360412076,-3.539199180206038,0.008227758252594088
651,0.7221073967897048,2.0,1.0,-5.475436331130955,-2.7377181655654774,0.010097499965423985
652,0.72174634309131,2.0,1.0,-5.141650001656337,-2.5708250008281683,0.009302876615630729
653,0.7213854699197644,4.0,2.0,0.35737993079577457,0.17868996539788728,0.009362039780244231
654,0.7210247771848045,1.0,0.5,-6.422540496035803,-3.2112702480179016,0.00948201865756086
655,0.7206642647962122,4.0,2.0,0.45320493162394115,0.22660246581197058,0.00921465759298631
656,0.7203039326638141,3.0,1.5,-5.750328993889237,-2.8751644969446186,0.0095947226403015
657,0.7199437806974822,2.0,1.0,-2.5952129133537998,-1.2976064566768999,0.009534744676202536
658,0.7195838088071335,4.0,2.0,0.3006518116268885,0.15032590581344424,0.009206651064035084
659,0.71922401690273,3.0,1.5,-1.951393253241301,-0.9756966266206505,0.009239452142667557
660,0.7188644048942786,1.0,0.5,-9.450613739922478,-4.725306869961239,0.00915630491583475
661,0.7185049726918316,3.0,1.5,-3.256741731696204,-1.628370865848102,0.010114768329741699
662,0.7181457202054857,1.0,0.5,-6.153398360412073,-3.0766991802060364,0.01047565777519984
663,0.717786647345383,2.0,1.0,-6.07392500267969,-3.036962501339845,0.009801659530161747
664,0.7174277540217103,3.0,1.5,-3.9810707777300736,-1.9905353888650368,0.009679864152068538
665,0.7170690401446995,1.0,0.5,-8.364479876110396,-4.182239938055198,0.009482744731275099
666,0.7167105056246272,2.0,1.0,-5.857608109125011,-2.9288040545625056,0.009003740030873035
667,0.716352150371815,4.0,2.0,-1.1410707777300735,-0.5705353888650367,0.00952671855555049
668,0.7159939742966291,4.0,2.0,-1.61318832161736,-0.80659416080868,0.00931655651224511
669,0.7156359773094809,2.0,1.0,-5.596649768111444,-2.798324884055722,0.009021491206118039
670,0.7152781593208262,3.0,1.5,-3.2241902641472584,-1.6120951320736292,0.009047642737360938
671,0.7149205202411658,1.0,0.5,-7.117876584074362,-3.558938292037181,0.009478740745357105
672,0.7145630599810453,3.0,1.5,-2.2617950683760584,-1.1308975341880292,0.008685347101917224
673,0.7142057784510548,3.0,1.5,-2.9212944290521126,-1.4606472145260563,0.008551680340564676
674,0.7138486755618293,2.0,1.0,-4.737065195773523,-2.3685325978867615,0.008324209532833525
675,0.7134917512240484,2.0,1.0,-3.193654875282219,-1.5968274376411096,0.0082128697168082
676,0.7131350053484364,3.0,1.5,-3.497685796300418,-1.748842898150209,0.008219924266450107
677,0.7127784378457622,2.0,1.0,-9.110105342567199,-4.555052671283599,0.008245202436644053
678,0.7124220486268393,2.0,1.0,-5.427975408263547,-2.7139877041317737,0.007894881484763963
679,0.712065837602526,3.0,1.5,-5.453365496863983,-2.7266827484319913,0.00774376815451043
680,0.7117098046837247,2.0,1.0,-4.365725943094085,-2.1828629715470425,0.008203232827197229
681,0.7113539497813829,1.0,0.5,-7.543944487245355,-3.7719722436226775,0.009945983990494693
682,0.7109982728064922,4.0,2.0,-0.4097045159985309,-0.20485225799926546,0.00921655945612916
683,0.710642773670089,1.0,0.5,-7.032573359583905,-3.5162866797919525,0.00890031052221145
684,0.710287452283254,2.0,1.0,-6.494678188370788,-3.247339094185394,0.008546357603876719
685,0.7099323085571124,4.0,2.0,-1.8065054564129204,-0.9032527282064602,0.009031117550496544
686,0.7095773424028339,3.0,1.5,-4.077098059321628,-2.038549029660814,0.008993281560417796
687,0.7092225537316325,2.0,1.0,-4.920673594980325,-2.4603367974901627,0.008459153352305293
688,0.7088679424547667,2.0,1.0,-5.672606456676902,-2.836303228338451,0.00848661608661392
689,0.7085135084835393,4.0,2.0,-0.24787658407435886,-0.12393829203717943,0.008571406566937055
690,0.7081592517292976,4.0,2.0,-0.6712284684110265,-0.33561423420551323,0.008665502717319343
691,0.707805172103433,4.0,2.0,-1.0054694282239496,-0.5027347141119748,0.009649356795208794
692,0.7074512695173812,2.0,1.0,-4.386795068376056,-2.193397534188028,0.009559938771251057
693,0.7070975438826226,4.0,2.0,-1.6888797487152447,-0.8444398743576224,0.009560591473377176
694,0.7067439951106813,5.0,2.5,1.5715685424949266,0.7857842712474633,0.009819105065294674
695,0.7063906231131261,3.0,1.5,-1.9996580399230952,-0.9998290199615476,0.009600561355639782
696,0.7060374278015695,1.0,0.5,-6.318008271811642,-3.159004135905821,0.009611664979186441
697,0.7056844090876688,4.0,2.0,0.14667512471544686,0.07333756235772343,0.009256420808045993
698,0.705331566883125,2.0,1.0,-5.206584041015248,-2.603292020507624,0.009241209107983326
699,0.7049789010996835,3.0,1.5,-2.864355048977531,-1.4321775244887656,0.009555667164469404
700,0.7046264116491338,2.0,1.0,-3.149355048977533,-1.5746775244887665,0.010008415623701045
701,0.7042740984433092,5.0,2.5,0.545454163248518,0.272727081624259,0.010078201074419276
702,0.7039219613940876,3.0,1.5,-3.4592562247883425,-1.7296281123941712,0.009537678036306585
703,0.7035700004133906,1.0,0.5,-7.356207331397254,-3.678103665698627,0.008904108361873244
704,0.703218215413184,2.0,1.0,-4.213365496863981,-2.1066827484319903,0.00962347673252225
705,0.7028666063054774,4.0,2.0,-0.5111365048262684,-0.2555682524131342,0.00905729700345546
706,0.7025151730023247,2.0,1.0,-5.342731283809753,-2.6713656419048766,0.008572341830336621
707,0.7021639154158236,4.0,2.0,-0.41701871969810367,-0.20850935984905183,0.009330823882482946
708,0.7018128334581157,4.0,2.0,-1.252152059883489,-0.6260760299417445,0.00928413039073348
709,0.7014619270413868,3.0,1.5,-3.7832995362228967,-1.8916497681114484,0.009328629946602243
710,0.7011111960778661,2.0,1.0,-3.617316844713768,-1.808658422356884,0.009554964315944485
711,0.7007606404798272,2.0,1.0,-4.657988032224787,-2.3289940161123934,0.011547669150334384
712,0.7004102601595873,3.0,1.5,-2.928404214908075,-1.4642021074540374,0.009911301481271428
713,0.7000600550295075,3.0,1.5,-2.7325076324877084,-1.3662538162438542,0.009750033273760762
714,0.6997100250019928,3.0,1.5,-1.075838379810601,-0.5379191899053005,0.00990052367028381
715,0.6993601699894918,4.0,2.0,-1.89596320694346,-0.94798160347173,0.009798734842001328
716,0.6990104899044971,4.0,2.0,-0.058912612263348874,-0.029456306131674437,0.00964412003023816
717,0.6986609846595448,4.0,2.0,0.708672707399782,0.354336353699891,0.010263529031404426
718,0.6983116541672151,2.0,1.0,-7.311682631659542,-3.655841315829771,0.01000323798374406
719,0.6979624983401315,2.0,1.0,-4.05771179924409,-2.028855899622045,0.010074121954052577
720,0.6976135170909614,5.0,2.5,3.475664435588137,1.7378322177940686,0.009882932993849474
721,0.697264710332416,1.0,0.5,-4.798075884900845,-2.3990379424504225,0.010613893628386514
722,0.6969160779772499,4.0,2.0,-1.1629354505661458,-0.5814677252830729,0.01065028164868376
723,0.6965676199382612,4.0,2.0,-1.3812613319591225,-0.6906306659795612,0.009908075159016464
724,0.6962193361282921,2.0,1.0,-3.2417622048279577,-1.6208811024139789,0.009390707250817545
725,0.695871226460228,2.0,1.0,-8.23001361252733,-4.115006806263665,0.009994681098365358
726,0.6955232908469979,4.0,2.0,-1.6897916136533842,-0.8448958068266921,0.009856556936699365
727,0.6951755292015744,2.0,1.0,-5.96443438860106,-2.98221719430053,0.009772951706711734
728,0.6948279414369737,2.0,1.0,-5.0025076324877125,-2.5012538162438562,0.00945900711763118
729,0.6944805274662552,3.0,1.5,-3.6776064566768953,-1.8388032283384477,0.009541424909340485
730,0.6941332872025221,2.0,1.0,-6.1716962441868715,-3.0858481220934357,0.009344668355105178
731,0.6937862205589209,4.0,2.0,0.9782049316239523,0.48910246581197614,0.010846214403531382
732,0.6934393274486415,4.0,2.0,-0.07061472848856062,-0.03530736424428031,0.009951973699831538
733,0.6930926077849172,4.0,2.0,-1.3843355644118707,-0.6921677822059353,0.009867453396852527
734,0.6927460614810248,6.0,3.0,3.4956315720400335,1.7478157860200167,0.009929409103601107
735,0.6923996884502843,3.0,1.5,-1.3076857963004214,-0.6538428981502107,0.009790295640538845
736,0.6920534886060592,3.0,1.5,-3.9301258156989456,-1.9650629078494728,0.009378660040508423
737,0.6917074618617562,3.0,1.5,-3.641016543623312,-1.820508271811656,0.009576671139470168
738,0.6913616081308254,2.0,1.0,-3.5334643210531604,-1.7667321605265802,0.00959264304089759
739,0.69101592732676,5.0,2.5,2.8275911917014738,1.4137955958507369,0.009224773944754686
740,0.6906704193630966,1.0,0.5,-6.302876584074371,-3.1514382920371853,0.009360540454009815
741,0.6903250841534151,4.0,2.0,-0.1731747090900415,-0.08658735454502076,0.010715628335518496
742,0.6899799216113385,2.0,1.0,-4.615114089164617,-2.3075570445823086,0.010169222495917764
743,0.6896349316505328,5.0,2.5,-0.4367291077349713,-0.21836455386748566,0.010860208925524993
744,0.6892901141847075,2.0,1.0,-3.4750929521508445,-1.7375464760754222,0.010061028338968754
745,0.6889454691276152,3.0,1.5,-3.873878760149162,-1.936939380074581,0.010772903280864868
746,0.6886009963930515,1.0,0.5,-4.8926064566769,-2.44630322833845,0.010195628609508275
747,0.688256695894855,3.0,1.5,-3.821505456412919,-1.9107527282064596,0.010911914064948049
748,0.6879125675469077,3.0,1.5,-1.6101469527127132,-0.8050734763563566,0.010022507429655108
749,0.6875686112631343,3.0,1.5,-2.9427397968622917,-1.4713698984311459,0.009839529639908246
750,0.6872248269575028,3.0,1.5,-0.18110364127816792,-0.09055182063908396,0.009838803149759769
751,0.6868812145440241,3.0,1.5,-4.9143684279599675,-2.4571842139799838,0.010696593366031135
752,0.6865377739367521,2.0,1.0,-3.7355025253169303,-1.8677512626584651,0.010160511516566788
753,0.6861945050497837,2.0,1.0,-3.8299147883381357,-1.9149573941690679,0.009729073719520654
754,0.6858514077972588,2.0,1.0,-6.244355048977532,-3.122177524488766,0.00945727373074208
755,0.6855084820933602,3.0,1.5,-3.6195677287864507,-1.8097838643932254,0.009336472442373633
756,0.6851657278523136,5.0,2.5,2.186377988265877,1.0931889941329385,0.00975380076561123
757,0.6848231449883875,3.0,1.5,-2.9359043404516894,-1.4679521702258447,0.009607549344322511
758,0.6844807334158933,3.0,1.5,-2.1158923803724665,-1.0579461901862333,0.008816142843237946
759,0.6841384930491854,4.0,2.0,-0.3046580399231088,-0.1523290199615544,0.009643168208588447
760,0.6837964238026608,1.0,0.5,-6.0559836800752045,-3.0279918400376022,0.00941143622887986
761,0.6834545255907595,2.0,1.0,-3.385001652448101,-1.6925008262240504,0.011362069548506822
762,0.6831127983279641,2.0,1.0,-6.015403701127751,-3.0077018505638753,0.010564049083207334
763,0.6827712419288002,4.0,2.0,-0.9652593894292285,-0.48262969471461425,0.00965498069966478
764,0.6824298563078359,2.0,1.0,-6.904961030868671,-3.4524805154343357,0.009427260371324207
765,0.6820886413796821,4.0,2.0,-1.3649612644135671,-0.6824806322067836,0.008890996860739376
766,0.6817475970589922,3.0,1.5,-1.4017950683760567,-0.7008975341880284,0.00926234076664384
767,0.6814067232604628,4.0,2.0,0.774194483737497,0.3870972418687485,0.00897904389670917
768,0.6810660198988326,3.0,1.5,-2.966854923433919,-1.4834274617169596,0.00973074474970677
769,0.6807254868888832,3.0,1.5,-3.176505456412923,-1.5882527282064616,0.009062640529258975
770,0.6803851241454388,2.0,1.0,-3.184355048977526,-1.592177524488763,0.008823342565447092
771,0.6800449315833662,3.0,1.5,-3.0536551088271118,-1.5268275544135559,0.009814738221466541
772,0.6797049091175745,4.0,2.0,0.25348093105975233,0.12674046552987617,0.009546163143324
773,0.6793650566630158,3.0,1.5,-2.0215509439222568,-1.0107754719611284,0.009575238789963934
774,0.6790253741346843,2.0,1.0,-5.765535388865037,-2.8827676944325185,0.009113032888354999
775,0.678685861447617,4.0,2.0,0.2814234757752074,0.1407117378876037,0.008878076155004756
776,0.6783465185168932,5.0,2.5,1.2343387954360157,0.6171693977180078,0.00927207305229136
777,0.6780073452576348,3.0,1.5,-0.8415974199976866,-0.4207987099988433,0.008839521438681653
778,0.6776683415850061,2.0,1.0,-3.382098059321616,-1.691049029660808,0.008949484801851213
779,0.6773295074142136,4.0,2.0,-0.9092562247883429,-0.45462811239417145,0.009407012356179101
780,0.6769908426605066,4.0,2.0,0.39990704784915687,0.19995352392457844,0.009235107345240457
781,0.6766523472391763,4.0,2.0,0.5115356789468342,0.2557678394734171,0.010450353112870028
782,0.6763140210655568,2.0,1.0,-5.099802351621623,-2.5499011758108114,0.009955406504284059
783,0.6759758640550241,3.0,1.5,-2.116472592864827,-1.0582362964324135,0.009972803560750825
784,0.6756378761229966,2.0,1.0,-6.378720835923309,-3.1893604179616544,0.009666930102477116
785,0.6753000571849351,4.0,2.0,-1.6317950683760545,-0.8158975341880272,0.009702563281171023
786,0.6749624071563427,4.0,2.0,0.5049983475519013,0.25249917377595066,0.00887570624372789
787,0.6746249259527646,2.0,1.0,-7.452764380902746,-3.726382190451373,0.009149369041302374
788,0.6742876134897883,3.0,1.5,-2.336775583810392,-1.168387791905196,0.009398912264566336
789,0.6739504696830434,3.0,1.5,-1.77957870029958,-0.88978935014979,0.00930700838033642
790,0.673613494448202,2.0,1.0,-3.009658273467991,-1.5048291367339954,0.00926144000475428
791,0.6732766877009779,1.0,0.5,-5.791748592300621,-2.8958742961503106,0.010506187533693654
792,0.6729400493571275,4.0,2.0,0.5466627342991053,0.27333136714955264,0.009725576814796244
793,0.672603579332449,2.0,1.0,-5.872620069204233,-2.9363100346021165,0.009656042326906962
794,0.6722672775427828,2.0,1.0,-5.502185156976481,-2.7510925784882403,0.009238355584841753
795,0.6719311439040114,2.0,1.0,-4.670046476075415,-2.3350232380377074,0.009113974833328809
796,0.6715951783320595,4.0,2.0,-1.7098816912451484,-0.8549408456225742,0.008977990078606776
797,0.6712593807428935,3.0,1.5,-2.024322185429428,-1.012161092714714,0.009446679261912193
798,0.6709237510525221,4.0,2.0,0.1911338638120826,0.0955669319060413,0.00974365720392338
799,0.6705882891769959,2.0,1.0,-2.395259389429233,-1.1976296947146166,0.008987118271844728
800,0.6702529950324074,2.0,1.0,-4.804724000564191,-2.4023620002820953,0.00942225096348141
801,0.6699178685348912,4.0,2.0,0.18563133849514357,0.09281566924757179,0.011025973189888256
802,0.6695829096006238,4.0,2.0,0.40827065872014023,0.20413532936007012,0.010067880166295383
803,0.6692481181458235,2.0,1.0,-7.861873419433492,-3.930936709716746,0.009500148566439747
804,0.6689134940867506,3.0,1.5,-3.3795787002995725,-1.6897893501497863,0.009674076898289578
805,0.6685790373397072,3.0,1.5,-3.256103641278173,-1.6280518206390866,0.009453045545545007
806,0.6682447478210375,5.0,2.5,2.995374823624998,1.497687411812499,0.009030360967319991
807,0.667910625447127,3.0,1.5,-2.8105818649404632,-1.4052909324702316,0.008930642906177257
808,0.6675766701344035,3.0,1.5,-0.6676857963004236,-0.3338428981502118,0.009474665370902845
809,0.6672428817993363,3.0,1.5,-2.166928642106341,-1.0834643210531705,0.009068403808799173
810,0.6669092603584367,2.0,1.0,-6.087652932752327,-3.0438264663761636,0.009018151011717107
811,0.6665758057282575,5.0,2.5,0.6462326880012605,0.3231163440006303,0.01027073796838522
812,0.6662425178253933,1.0,0.5,-7.612954935131796,-3.806477467565898,0.009926652048847505
813,0.6659093965664807,2.0,1.0,-3.6780430213527504,-1.8390215106763752,0.009708365730143019
814,0.6655764418681975,3.0,1.5,-1.3536879723752158,-0.6768439861876079,0.009911604181730321
815,0.6652436536472635,3.0,1.5,-3.4301469527127093,-1.7150734763563547,0.0096665829054213
816,0.6649110318204399,2.0,1.0,-5.668884381100263,-2.8344421905501314,0.009410899354011884
817,0.6645785763045297,4.0,2.0,-2.610884855886031,-1.3054424279430155,0.008972034451684782
818,0.6642462870163774,2.0,1.0,-5.751919895508923,-2.8759599477544615,0.008944975749057319
819,0.6639141638728693,1.0,0.5,-9.009848827697063,-4.504924413848531,0.008972788842927132
820,0.6635822067909328,1.0,0.5,-6.152316844713754,-3.076158422356877,0.009102019173359233
821,0.6632504156875374,3.0,1.5,-3.186247952976687,-1.5931239764883436,0.009871716638361769
822,0.6629187904796937,2.0,1.0,-5.768543660676684,-2.884271830338342,0.009391870517948908
823,0.6625873310844539,4.0,2.0,1.6968399095457247,0.8484199547728624,0.008857290456736727
824,0.6622560374189117,3.0,1.5,-2.358379109391309,-1.1791895546956546,0.008970563786237368
825,0.6619249094002023,5.0,2.5,3.7350766986093378,1.8675383493046689,0.009095571176148952
826,0.6615939469455022,3.0,1.5,-2.250114089164617,-1.1250570445823085,0.009091153812062528
827,0.6612631499720295,4.0,2.0,-3.6019615056544385,-1.8009807528272193,0.008943126580810973
828,0.6609325183970435,4.0,2.0,-0.9259836800752185,-0.46299184003760924,0.008961864588782191
829,0.660602052137845,0.0,0.0,-9.0511878468316,-4.5255939234158,0.008585754519195429
830,0.660271751111776,2.0,1.0,-3.942363320789185,-1.9711816603945924,0.008828619508338825
831,0.6599416152362202,3.0,1.5,-3.974611797392569,-1.9873058986962846,0.010080505525693298
832,0.6596116444286021,2.0,1.0,-5.690937203999784,-2.845468601999892,0.009354535617998668
833,0.6592818386063878,5.0,2.5,3.088303755813135,1.5441518779065675,0.009348657340077417
834,0.6589521976870846,2.0,1.0,-1.984644660940663,-0.9923223304703315,0.008808777443399387
835,0.6586227215882411,3.0,1.5,-1.151696244186874,-0.575848122093437,0.009184960933136088
836,0.658293410227447,3.0,1.5,-1.1546911370160906,-0.5773455685080453,0.00928308268875948
837,0.6579642635223334,3.0,1.5,-3.3087015849025443,-1.6543507924512721,0.00926291306436594
838,0.6576352813905723,2.0,1.0,-3.9202129133537964,-1.9601064566768982,0.008968755389297646
839,0.657306463749877,2.0,1.0,-5.640805516262504,-2.820402758131252,0.009098646598202842
840,0.6569778105180021,4.0,2.0,-0.20262006920422326,-0.10131003460211163,0.008944919811162565
841,0.6566493216127431,2.0,1.0,-4.763464321053165,-2.3817321605265827,0.01028784005104431
842,0.6563209969519368,3.0,1.5,-1.9858383798106,-0.9929191899053,0.009903949375397392
843,0.6559928364534608,2.0,1.0,-4.92517981626081,-2.462589908130405,0.009333739799580404
844,0.6556648400352342,4.0,2.0,-0.4971851569764837,-0.24859257848824184,0.009054465468839876
845,0.6553370076152166,4.0,2.0,0.27815845554851903,0.13907922777425952,0.009150227262372418
846,0.655009339111409,4.0,2.0,-1.384512739658488,-0.692256369829244,0.010013762961940042
847,0.6546818344418533,2.0,1.0,-5.32722288645448,-2.66361144322724,0.010134369587259634
848,0.6543544935246325,3.0,1.5,-4.077401050267194,-2.038700525133597,0.009933269252734524
849,0.6540273162778703,4.0,2.0,-0.050291264411231995,-0.025145632205615998,0.009846463252657226
850,0.6537003026197313,4.0,2.0,-0.586708634603214,-0.293354317301607,0.010344318337073284
851,0.6533734524684215,2.0,1.0,-4.512018719698094,-2.256009359849047,0.011804086788158332
852,0.6530467657421873,4.0,2.0,-0.42067458354641474,-0.21033729177320737,0.010094702817233545
853,0.6527202423593162,5.0,2.5,0.8655191353235137,0.4327595676617568,0.00979923924697297
854,0.6523938822381367,3.0,1.5,-1.6089126122633446,-0.8044563061316723,0.00958918732125312
855,0.6520676852970176,4.0,2.0,-2.1722433595862394,-1.0861216797931197,0.009421615963801741
856,0.6517416514543691,3.0,1.5,-3.8079754082635495,-1.9039877041317748,0.009210612649497176
857,0.651415780628642,3.0,1.5,-4.390547779281381,-2.1952738896406907,0.008896596538834274
