episode,epsilon,total_reward,avg_reward,avg_loss
139,0.9328439196758077,0.0,0.0,0.0030597708434132592
140,0.9323774977159699,0.0,0.0,0.002969670810936285
141,0.9319113089671119,0.0,0.0,0.004111043550406716
142,0.9314453533126285,0.0,0.0,0.0034190552558616867
143,0.9309796306359722,0.0,0.0,0.0033109764106172535
144,0.9305141408206543,0.0,0.0,0.0033473620367502526
145,0.9300488837502441,1.0,0.5,0.00323535095634205
146,0.9295838593083691,1.0,0.5,0.0032118978374637663
147,0.929119067378715,0.0,0.0,0.0029787413479893336
148,0.9286545078450257,2.0,1.0,0.0029083407138075145
149,0.9281901805911033,0.0,0.0,0.003121032093851162
150,0.9277260855008077,0.0,0.0,0.002863102277541267
151,0.9272622224580573,1.0,0.5,0.0035381011538473625
152,0.9267985913468284,1.0,0.5,0.0029258493003102817
153,0.926335192051155,1.0,0.5,0.0029476588204436537
154,0.9258720244551295,0.0,0.0,0.0027966958483947174
155,0.925409088442902,0.0,0.0,0.0028400411031075886
156,0.9249463838986807,0.0,0.0,0.0026242207998542913
157,0.9244839107067314,0.0,0.0,0.0026165372003535076
158,0.9240216687513781,2.0,1.0,0.0025768610216411096
159,0.9235596579170025,1.0,0.5,0.00264409942020263
160,0.923097878088044,0.0,0.0,0.0025232566026638127
161,0.9226363291490001,0.0,0.0,0.002988316442019173
162,0.9221750109844257,0.0,0.0,0.002654320852764483
163,0.9217139234789336,1.0,0.5,0.002551975600321644
164,0.9212530665171942,0.0,0.0,0.0024531278925548705
165,0.9207924399839357,0.0,0.0,0.002551697090135089
166,0.9203320437639437,0.0,0.0,0.002483516527905262
167,0.9198718777420618,0.0,0.0,0.002575003529366638
168,0.9194119418031909,0.0,0.0,0.0023360643329631003
169,0.9189522358322894,1.0,0.5,0.0024866323342679865
170,0.9184927597143733,0.0,0.0,0.0025542453591645294
171,0.9180335133345161,1.0,0.5,0.002694179638222392
172,0.917574496577849,0.0,0.0,0.0023813478181338205
173,0.9171157093295601,1.0,0.5,0.0020686283754184844
174,0.9166571514748953,0.0,0.0,0.002242678238710921
175,0.916198822899158,0.0,0.0,0.0021900763069944724
176,0.9157407234877085,2.0,1.0,0.00220091371048641
177,0.9152828531259647,0.0,0.0,0.0022045814684991324
178,0.9148252116994018,0.0,0.0,0.002202995494839602
179,0.9143677990935521,1.0,0.5,0.0021973965909065944
180,0.9139106151940054,0.0,0.0,0.0022689668518224996
181,0.9134536598864085,0.0,0.0,0.0024060284017053033
182,0.9129969330564653,0.0,0.0,0.0020807650522328912
183,0.9125404345899372,1.0,0.5,0.0019972940822065408
184,0.9120841643726423,0.0,0.0,0.0019470316229853778
185,0.911628122290456,0.0,0.0,0.0019251104524093015
186,0.9111723082293108,0.0,0.0,0.0018234117359056004
187,0.9107167220751963,0.0,0.0,0.0017832727304526739
188,0.9102613637141588,1.0,0.5,0.001855678017849901
189,0.9098062330323018,1.0,0.5,0.0018917753233108668
190,0.9093513299157857,2.0,1.0,0.0018662415202041823
191,0.9088966542508279,1.0,0.5,0.0023982462262003017
192,0.9084422059237025,1.0,0.5,0.002122273456937234
193,0.9079879848207407,1.0,0.5,0.0020455294704463866
194,0.9075339908283304,0.0,0.0,0.001914575897390023
195,0.9070802238329163,1.0,0.5,0.0019785806458509927
196,0.9066266837209999,0.0,0.0,0.0019671119831036776
197,0.9061733703791394,1.0,0.5,0.0018367976181408656
198,0.9057202836939499,1.0,0.5,0.0018176782852970064
199,0.9052674235521029,0.0,0.0,0.001843431085913575
200,0.9048147898403269,0.0,0.0,0.0017715838050935417
201,0.9043623824454068,2.0,1.0,0.0022843230329453947
202,0.9039102012541841,2.0,1.0,0.0021479605838456857
203,0.9034582461535571,1.0,0.5,0.002016495515958273
204,0.9030065170304803,1.0,0.5,0.0019713832165247627
205,0.9025550137719651,0.0,0.0,0.0019508261040651373
206,0.9021037362650792,2.0,1.0,0.0019366791293889817
207,0.9016526843969468,0.0,0.0,0.0018093163393703956
208,0.9012018580547484,0.0,0.0,0.0017457189991338445
209,0.900751257125721,0.0,0.0,0.0018103843524919024
210,0.9003008814971583,3.0,1.5,0.0017418448369218302
211,0.8998507310564098,2.0,1.0,0.0019668544278413588
212,0.8994008056908817,1.0,0.5,0.0017460940279332654
213,0.8989511052880362,0.0,0.0,0.0016185662107143018
214,0.8985016297353923,1.0,0.5,0.0016594316883544837
215,0.8980523789205246,0.0,0.0,0.0016391459321935793
216,0.8976033527310644,0.0,0.0,0.0015952310917366828
217,0.8971545510546989,0.0,0.0,0.0015102785509744925
218,0.8967059737791716,0.0,0.0,0.0014493291382677853
219,0.8962576207922821,0.0,0.0,0.0014267798363497214
220,0.895809491981886,1.0,0.5,0.0014303680299781263
221,0.8953615872358951,1.0,0.5,0.0019319815988585885
222,0.8949139064422772,2.0,1.0,0.0018407111752977861
223,0.8944664494890561,1.0,0.5,0.0016387211735959032
224,0.8940192162643116,0.0,0.0,0.001592168210939105
225,0.8935722066561794,0.0,0.0,0.001472013773829011
226,0.8931254205528514,1.0,0.5,0.0015743855192392531
227,0.8926788578425751,1.0,0.5,0.00147205043816939
228,0.8922325184136538,1.0,0.5,0.0014821910113096237
229,0.891786402154447,0.0,0.0,0.0014826119857441103
230,0.8913405089533699,0.0,0.0,0.00140051622791881
231,0.8908948386988933,1.0,0.5,0.0016981588703181062
232,0.8904493912795439,1.0,0.5,0.001483549179309713
233,0.8900041665839042,1.0,0.5,0.001525515909306705
234,0.8895591645006123,0.0,0.0,0.0013824480477653976
235,0.889114384918362,0.0,0.0,0.00134187660961678
236,0.8886698277259029,1.0,0.5,0.001484085053005921
237,0.88822549281204,1.0,0.5,0.0014080965384242257
238,0.887781380065634,1.0,0.5,0.0013464613815137585
239,0.8873374893756012,0.0,0.0,0.0012800098040107904
240,0.8868938206309135,0.0,0.0,0.0012164993931738925
241,0.8864503737205981,1.0,0.5,0.0016400139649132533
242,0.8860071485337379,1.0,0.5,0.0014451908550524551
243,0.885564144959471,0.0,0.0,0.0013218558942233876
244,0.8851213628869913,0.0,0.0,0.001387736909756703
245,0.8846788022055478,1.0,0.5,0.001217710777002919
246,0.8842364628044451,0.0,0.0,0.0012369745971435415
247,0.883794344573043,0.0,0.0,0.0012622348358854651
248,0.8833524474007565,1.0,0.5,0.0012061320340061295
249,0.8829107711770562,0.0,0.0,0.0011239594863062458
250,0.8824693157914677,1.0,0.5,0.0011210463415565236
251,0.882028081133572,1.0,0.5,0.0014884639113941895
252,0.8815870670930053,0.0,0.0,0.0013644855657392848
253,0.8811462735594588,0.0,0.0,0.0013257110248585896
254,0.8807057004226791,1.0,0.5,0.0012674335448537022
255,0.8802653475724679,2.0,1.0,0.0012571779976133257
256,0.8798252148986817,0.0,0.0,0.0012424025361958359
257,0.8793853022912325,0.0,0.0,0.0012248674868273416
258,0.8789456096400869,1.0,0.5,0.0012105070061183402
259,0.8785061368352669,1.0,0.5,0.0011843474141954046
260,0.8780668837668493,1.0,0.5,0.0012339716477851783
261,0.8776278503249659,2.0,1.0,0.0017318286176305265
262,0.8771890363998035,0.0,0.0,0.001513905199410926
263,0.8767504418816037,1.0,0.5,0.0013972882622121168
264,0.876312066660663,0.0,0.0,0.0013957949247144694
265,0.8758739106273327,2.0,1.0,0.0012967620829918555
266,0.8754359736720191,1.0,0.5,0.001327093401009084
267,0.8749982556851831,1.0,0.5,0.0013419187132136098
268,0.8745607565573406,1.0,0.5,0.0013215431930231197
269,0.8741234761790619,0.0,0.0,0.0014136225918108332
270,0.8736864144409725,1.0,0.5,0.0013380603352561593
271,0.873249571233752,1.0,0.5,0.0018998434945076172
272,0.8728129464481352,2.0,1.0,0.0016267202009579965
273,0.8723765399749112,1.0,0.5,0.0015928220012158688
274,0.8719403517049238,0.0,0.0,0.0015390905430207828
275,0.8715043815290714,2.0,1.0,0.0014381163668752248
276,0.8710686293383069,1.0,0.5,0.0014308298207054448
277,0.8706330950236377,0.0,0.0,0.0013940156630373427
278,0.870197778476126,1.0,0.5,0.001362921254143917
279,0.869762679586888,2.0,1.0,0.0013651118104878281
280,0.8693277982470946,1.0,0.5,0.0014169737743213772
281,0.8688931343479711,0.0,0.0,0.0016985527056801533
282,0.8684586877807972,2.0,1.0,0.001523419360164553
283,0.8680244584369068,1.0,0.5,0.0014948451312791025
284,0.8675904462076884,1.0,0.5,0.001408857810477327
285,0.8671566509845846,1.0,0.5,0.001474652975531561
286,0.8667230726590923,2.0,1.0,0.001511806603354801
287,0.8662897111227629,1.0,0.5,0.0014056418621579984
288,0.8658565662672015,2.0,1.0,0.0014096805889026395
289,0.865423637984068,1.0,0.5,0.0014345663744357547
290,0.864990926165076,2.0,1.0,0.0015088467165229045
291,0.8645584307019936,1.0,0.5,0.0018206088712239372
292,0.8641261514866426,0.0,0.0,0.0016233269587558295
293,0.8636940884108993,0.0,0.0,0.0014510135256153131
294,0.8632622413666939,2.0,1.0,0.0014613471745646425
295,0.8628306102460106,1.0,0.5,0.00151500333399911
296,0.8623991949408877,2.0,1.0,0.0014105879470506417
297,0.8619679953434173,1.0,0.5,0.001542253294360957
298,0.8615370113457457,1.0,0.5,0.001544258882225092
299,0.8611062428400729,1.0,0.5,0.0015245515834872744
300,0.8606756897186528,2.0,1.0,0.001507464333304337
301,0.8602453518737936,1.0,0.5,0.0019079183057017092
302,0.8598152291978567,0.0,0.0,0.0017753742806546923
303,0.8593853215832578,1.0,0.5,0.0018049290591651307
304,0.8589556289224661,2.0,1.0,0.00183888842950442
305,0.8585261511080049,0.0,0.0,0.0017850180637157922
306,0.858096888032451,1.0,0.5,0.0018376419516945525
307,0.8576678395884348,1.0,0.5,0.00183205325522327
308,0.8572390056686406,0.0,0.0,0.0018524627956295653
309,0.8568103861658064,0.0,0.0,0.0018644431456258253
310,0.8563819809727236,0.0,0.0,0.0018760516097037388
311,0.8559537899822373,2.0,1.0,0.00266234186976882
312,0.8555258130872462,0.0,0.0,0.0022074459947180004
313,0.8550980501807026,1.0,0.5,0.0021379711888065297
314,0.8546705011556123,2.0,1.0,0.002016860499445881
315,0.8542431659050345,1.0,0.5,0.0019523209000804594
316,0.853816044322082,1.0,0.5,0.0019024829060903616
317,0.8533891362999211,1.0,0.5,0.0018989806628919074
318,0.8529624417317712,1.0,0.5,0.0018432741477486811
319,0.8525359605109053,1.0,0.5,0.0019089148401482297
320,0.8521096925306499,1.0,0.5,0.0018426379168938313
321,0.8516836376843847,1.0,0.5,0.002201560585360442
322,0.8512577958655425,0.0,0.0,0.002036271321786834
323,0.8508321669676098,1.0,0.5,0.0019388670983192112
324,0.850406750884126,1.0,0.5,0.001869587580773181
325,0.8499815475086839,1.0,0.5,0.0018402462231460958
326,0.8495565567349297,0.0,0.0,0.0017456200168401534
327,0.8491317784565623,2.0,1.0,0.0018232617191305117
328,0.8487072125673341,0.0,0.0,0.0018853697538309332
329,0.8482828589610505,0.0,0.0,0.00187499445314253
330,0.84785871753157,0.0,0.0,0.0018162750116815524
331,0.8474347881728043,2.0,1.0,0.0022534734602751476
332,0.847011070778718,1.0,0.5,0.001998524786904454
333,0.8465875652433287,1.0,0.5,0.0019592493463174575
334,0.846164271460707,2.0,1.0,0.0018166465709717678
335,0.8457411893249768,1.0,0.5,0.0018232896749395878
336,0.8453183187303144,0.0,0.0,0.0017669387742145254
337,0.8448956595709493,2.0,1.0,0.0018492671030773116
338,0.8444732117411639,1.0,0.5,0.0018358000910042652
339,0.8440509751352934,1.0,0.5,0.0018323878631261842
340,0.8436289496477257,1.0,0.5,0.0018199688394088297
341,0.8432071351729019,0.0,0.0,0.002344396878699107
342,0.8427855316053156,1.0,0.5,0.0020605504910262036
343,0.8423641388395129,0.0,0.0,0.0019550921914300748
344,0.8419429567700932,0.0,0.0,0.0019409044264882271
345,0.8415219852917082,3.0,1.5,0.0019211066767041173
346,0.8411012242990624,0.0,0.0,0.001998833562413763
347,0.8406806736869129,1.0,0.5,0.0019167937178696905
348,0.8402603333500694,2.0,1.0,0.0018218442237204206
349,0.8398402031833945,2.0,1.0,0.0018313478197835918
350,0.8394202830818028,0.0,0.0,0.0018613324668591044
351,0.839000572940262,0.0,0.0,0.002326220880329077
352,0.8385810726537919,1.0,0.5,0.0021338813248023922
353,0.8381617821174651,0.0,0.0,0.002083901252564309
354,0.8377427012264064,3.0,1.5,0.0021623604004603943
355,0.8373238298757932,1.0,0.5,0.002052708480041474
356,0.8369051679608553,1.0,0.5,0.0019601955194957555
357,0.8364867153768749,1.0,0.5,0.0019445859218415406
358,0.8360684720191865,1.0,0.5,0.00190130291789371
359,0.835650437783177,2.0,1.0,0.002026679348533175
360,0.8352326125642855,2.0,1.0,0.0020571109928589847
361,0.8348149962580034,1.0,0.5,0.002423645640457315
362,0.8343975887598745,1.0,0.5,0.002201436444052628
363,0.8339803899654946,1.0,0.5,0.002265142331099404
364,0.833563399770512,2.0,1.0,0.0020737112238670566
365,0.8331466180706267,2.0,1.0,0.0021569442847144925
366,0.8327300447615915,1.0,0.5,0.0020112648636235724
367,0.8323136797392108,1.0,0.5,0.0020232405581711126
368,0.8318975228993413,1.0,0.5,0.001988864258497155
369,0.8314815741378917,0.0,0.0,0.0019987870880868288
370,0.8310658333508228,1.0,0.5,0.0019334156684843557
371,0.8306503004341474,0.0,0.0,0.002156225463674803
372,0.8302349752839304,3.0,1.5,0.0019640324327961675
373,0.8298198577962885,2.0,1.0,0.0019644330435299446
374,0.8294049478673904,0.0,0.0,0.0019388623992978994
375,0.8289902453934568,3.0,1.5,0.0018460071900127722
376,0.8285757502707601,0.0,0.0,0.002055981493654794
377,0.8281614623956248,0.0,0.0,0.0020697818170966847
378,0.8277473816644271,2.0,1.0,0.0019569590539738006
379,0.827333507973595,1.0,0.5,0.001872118567781789
380,0.8269198412196082,1.0,0.5,0.0019369422293467713
381,0.8265063812989984,1.0,0.5,0.0022592894194115487
382,0.826093128108349,1.0,0.5,0.0021113078623810518
383,0.8256800815442948,2.0,1.0,0.0019215551437810063
384,0.8252672415035227,1.0,0.5,0.0019306258479731956
385,0.824854607882771,1.0,0.5,0.0018031120039190033
386,0.8244421805788297,1.0,0.5,0.0019238873704203537
387,0.8240299594885403,1.0,0.5,0.0019630785085194345
388,0.8236179445087961,1.0,0.5,0.002081144687087674
389,0.8232061355365418,1.0,0.5,0.0018971146322188102
390,0.8227945324687735,2.0,1.0,0.0018155915483034082
391,0.8223831352025393,2.0,1.0,0.0022085276788233648
392,0.821971943634938,2.0,1.0,0.0021401439765135625
393,0.8215609576631205,0.0,0.0,0.001877951147201072
394,0.8211501771842891,1.0,0.5,0.0020971342773243255
395,0.820739602095697,1.0,0.5,0.001936346167598718
396,0.8203292322946492,2.0,1.0,0.0019328637785344784
397,0.8199190676785019,2.0,1.0,0.0019853800503603584
398,0.8195091081446627,1.0,0.5,0.0018558937056721854
399,0.8190993535905904,0.0,0.0,0.0018223811872303485
400,0.8186898039137951,1.0,0.5,0.0018696920448980693
401,0.8182804590118382,2.0,1.0,0.0021439531382306345
402,0.8178713187823323,1.0,0.5,0.001971120972053281
403,0.8174623831229412,2.0,1.0,0.001926448552403599
404,0.8170536519313798,2.0,1.0,0.0019146377747944956
405,0.8166451251054142,3.0,1.5,0.0017893055440591915
406,0.8162368025428616,1.0,0.5,0.001937331681006721
407,0.8158286841415902,0.0,0.0,0.0018090118402947805
408,0.8154207697995194,0.0,0.0,0.0018605721527377942
409,0.8150130594146197,2.0,1.0,0.0017843380903026888
410,0.8146055528849124,0.0,0.0,0.001742260055616498
411,0.81419825010847,2.0,1.0,0.00236885017748656
412,0.8137911509834158,1.0,0.5,0.0022868187286491904
413,0.8133842554079241,2.0,1.0,0.002253436659396227
414,0.8129775632802202,1.0,0.5,0.002200176090201629
415,0.8125710744985801,2.0,1.0,0.002144628340278619
416,0.8121647889613309,1.0,0.5,0.002014500241992729
417,0.8117587065668503,1.0,0.5,0.0018711915218071746
418,0.8113528272135669,2.0,1.0,0.001988219871751166
419,0.8109471507999602,0.0,0.0,0.0020176428834175956
420,0.8105416772245603,2.0,1.0,0.001928940728539601
421,0.8101364063859481,1.0,0.5,0.0019742983032483606
422,0.8097313381827551,2.0,1.0,0.0017900532384270004
423,0.8093264725136637,2.0,1.0,0.001863960665983281
424,0.808921809277407,2.0,1.0,0.0017880034235505653
425,0.8085173483727683,1.0,0.5,0.001818194093814652
426,0.808113089698582,2.0,1.0,0.0017757216573227198
427,0.8077090331537328,1.0,0.5,0.0018778906704392283
428,0.8073051786371559,2.0,1.0,0.0017926632789229708
429,0.8069015260478374,1.0,0.5,0.0017794195933467044
430,0.8064980752848135,3.0,1.5,0.0017570310182470296
431,0.8060948262471712,0.0,0.0,0.0019692359971148626
432,0.8056917788340476,2.0,1.0,0.001861029477523906
433,0.8052889329446307,1.0,0.5,0.0017522086871654859
434,0.8048862884781584,2.0,1.0,0.001695598685182631
435,0.8044838453339194,0.0,0.0,0.0017241063852062716
436,0.8040816034112525,2.0,1.0,0.0017168239753560296
437,0.8036795626095469,3.0,1.5,0.0017227349219111991
438,0.8032777228282422,1.0,0.5,0.0017649322809718017
439,0.8028760839668281,0.0,0.0,0.0016705779263949288
440,0.8024746459248447,2.0,1.0,0.0017535377501709654
441,0.8020734086018824,0.0,0.0,0.0018337205423241748
442,0.8016723718975814,2.0,1.0,0.001698022095952183
443,0.8012715357116327,2.0,1.0,0.001689305193722248
444,0.8008708999437769,2.0,1.0,0.00178596251860394
445,0.8004704644938051,2.0,1.0,0.0017089912662881293
446,0.8000702292615582,1.0,0.5,0.0016786348833037275
447,0.7996701941469275,1.0,0.5,0.0016965286092766162
448,0.7992703590498541,2.0,1.0,0.0017598436892564808
449,0.7988707238703292,1.0,0.5,0.0015778439197622772
450,0.7984712885083941,2.0,1.0,0.0016565161363022137
451,0.79807205286414,1.0,0.5,0.0019044101619095143
452,0.797673016837708,3.0,1.5,0.0017919647106568197
453,0.7972741803292892,2.0,1.0,0.0017074471051871244
454,0.7968755432391246,3.0,1.5,0.0017166242825000413
455,0.796477105467505,2.0,1.0,0.0017135845405781376
456,0.7960788669147714,2.0,1.0,0.0017490669341558324
457,0.7956808274813141,2.0,1.0,0.0017166730869627956
458,0.7952829870675735,1.0,0.5,0.0017487898952926377
459,0.7948853455740398,1.0,0.5,0.0016024235454720579
460,0.7944879029012528,1.0,0.5,0.0016758791841233948
461,0.7940906589498022,1.0,0.5,0.0019067082349543594
462,0.7936936136203274,1.0,0.5,0.0017262939004493612
463,0.7932967668135174,2.0,1.0,0.0017444156251648175
464,0.7929001184301107,2.0,1.0,0.0018425469078855322
465,0.7925036683708957,2.0,1.0,0.0016861814300396614
466,0.7921074165367102,2.0,1.0,0.0016479157054397676
467,0.7917113628284419,2.0,1.0,0.0017633700094717953
468,0.7913155071470277,1.0,0.5,0.001947031609514462
469,0.7909198493934543,2.0,1.0,0.001809344281542248
470,0.7905243894687576,3.0,1.5,0.0018095703610950815
471,0.7901291272740233,2.0,1.0,0.0018998810056863086
472,0.7897340627103864,1.0,0.5,0.0016486754494586162
473,0.7893391956790312,0.0,0.0,0.0015971423116778688
474,0.7889445260811917,1.0,0.5,0.0014547064664241459
475,0.7885500538181511,1.0,0.5,0.0015561670705210417
476,0.7881557787912421,0.0,0.0,0.001507172865926155
477,0.7877617009018465,1.0,0.5,0.0014938903979158826
478,0.7873678200513956,2.0,1.0,0.0014673214643594942
479,0.7869741361413699,3.0,1.5,0.0014782808736033205
480,0.7865806490732993,2.0,1.0,0.0014635015102768584
481,0.7861873587487627,1.0,0.5,0.0017433204305624323
482,0.7857942650693883,2.0,1.0,0.0016292985653438205
483,0.7854013679368537,1.0,0.5,0.00155402779828624
484,0.7850086672528853,3.0,1.5,0.0015959766196153526
485,0.784616162919259,3.0,1.5,0.0015533728977399214
486,0.7842238548377993,2.0,1.0,0.0016228691501809019
487,0.7838317429103805,2.0,1.0,0.0015651699634534973
